Year,Month,Day,Hour,Minute,Second,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth
203,7,26,0,44,37,8567,-22219,68,14,0.8516,1.0355,70.3,-102.6,31,240
204,1,20,1,22,31,8562,-22213,73,1,-0.1522,0.9324,-29,-158.2,81,341
204,7,14,16,51,47,8558,-22207,78,14,0.0968,1.0774,27.6,-35.2,84,195
205,1,8,0,40,31,8553,-22201,83,1,0.5386,0.9196,9.4,-159,57,167
205,7,4,9,44,16,8549,-22195,88,14,-0.6478,1.057,-16.7,62.7,50,10
205,12,28,2,21,28,8544,-22189,93,11,1.1971,0.6261,65.1,161.2,0,161
206,5,25,11,32,45,8540,-22184,60,11,1.2389,0.5555,68.4,-123.1,0,15
206,6,23,22,44,50,8539,-22183,98,11,-1.4594,0.156,-65.7,-139.8,0,12
206,11,17,23,23,19,8536,-22178,65,14,-0.9446,1.0218,-82,128.4,19,96
207,5,14,14,17,53,8531,-22172,70,1,0.5008,0.9476,48.1,-7.7,60,167
207,11,7,15,1,9,8526,-22166,75,14,-0.2711,1.046,-31.9,-16.8,74,13
208,5,2,15,3,13,8522,-22160,80,1,-0.2628,0.9593,0.4,-8.4,75,348
208,10,27,5,23,55,8517,-22154,85,7,0.4189,1.0103,11.2,137.1,65,194
209,4,21,20,55,53,8513,-22148,90,11,-1.0056,0.9794,-71,-46.4,0,309
209,10,16,14,10,27,8508,-22142,95,11,1.1714,0.6705,71.3,61.8,0,241
210,3,13,1,40,48,8504,-22137,62,14,0.8909,1.0536,55.5,164.2,27,147
210,9,5,22,11,4,8500,-22131,67,11,-1.0756,0.8274,-71.6,174.4,0,67
211,3,2,18,11,38,8495,-22125,72,14,0.1899,1.0521,3.1,-57.1,79,163
211,8,26,0,6,18,8490,-22119,77,1,-0.3234,0.9679,-7,-150.9,71,15
212,2,20,7,28,52,8486,-22113,82,1,-0.5462,0.9978,-43.2,118.6,57,339
212,8,14,9,10,9,8481,-22107,87,14,0.433,1.0255,39.9,85.7,64,196
213,2,8,13,48,25,8477,-22101,92,11,-1.3162,0.4215,-70.3,151,0,220
213,7,5,17,12,35,8473,-22096,59,11,-1.3835,0.2801,-66.9,-42,0,359
213,8,4,0,18,25,8472,-22095,97,11,1.1337,0.7625,69.5,1.1,0,331
213,12,29,19,16,25,8468,-22090,64,3,1.0047,0.9436,66.5,-67,0,185
214,6,25,9,30,41,8463,-22084,69,14,-0.6796,1.0448,-19.2,75.6,47,355
214,12,18,22,46,4,8459,-22078,74,1,0.2794,0.9696,-7.6,-124,74,186
215,6,14,20,45,22,8454,-22072,79,1,0.0867,0.9946,28.5,-98.1,85,171
215,12,8,9,31,55,8450,-22066,84,14,-0.4194,1.022,-47.3,64,65,16
216,6,3,0,48,22,8445,-22060,89,1,0.8836,0.9464,76.5,137.3,28,110
216,11,27,0,42,30,8440,-22054,94,11,-1.0674,0.8823,-63.6,60.6,0,145
217,4,23,11,30,26,8437,-22049,61,11,-1.1862,0.6472,-61.5,108,0,297
217,10,18,3,23,22,8432,-22043,66,1,0.9884,0.9833,57.9,-140.4,8,238
218,4,12,19,22,42,8427,-22037,71,14,-0.3774,1.0195,-11.2,-65.2,68,332
218,10,7,10,8,56,8423,-22031,76,1,0.3038,0.9465,10.2,68.7,72,209
219,4,2,9,40,55,8418,-22025,81,14,0.3748,1.0629,23.7,59.3,68,148
219,9,26,10,36,54,8414,-22019,86,1,-0.407,0.9259,-21.7,41.4,66,32
220,2,21,17,30,46,8410,-22014,53,13,-1.5199,0.0338,-61.4,66.9,0,247
220,3,22,2,29,25,8409,-22013,91,11,1.0855,0.8543,60.8,88.9,0,89
220,9,14,11,13,10,8404,-22007,96,11,-1.1022,0.789,-60.7,-37.9,0,83
221,2,10,5,2,6,8400,-22002,63,1,-0.8724,0.9731,-63.2,-162.7,29,297
221,8,5,8,18,57,8396,-21996,68,14,0.9089,1.0339,68.8,159,24,256
222,1,30,9,9,29,8391,-21990,73,1,-0.1743,0.9331,-27.3,86,80,337
222,7,26,0,30,26,8387,-21984,78,14,0.1612,1.0754,29,-148.5,81,200
223,1,19,8,29,58,8382,-21978,83,1,0.5218,0.9226,9.6,81.8,58,163
223,7,15,17,10,13,8377,-21972,88,14,-0.58,1.0536,-12.5,-50.7,54,14
224,1,8,10,36,12,8373,-21966,93,11,1.1865,0.645,64.1,27,0,151
224,6,4,18,12,32,8369,-21961,60,11,1.3248,0.4037,67.4,125.1,0,4
224,7,4,5,42,31,8368,-21960,98,11,-1.3891,0.2851,-64.8,105,0,22
224,11,28,8,13,29,8364,-21955,65,14,-0.9439,1.023,-85.1,-35.1,19,126
225,5,24,20,39,31,8360,-21949,70,1,0.589,0.9468,56.8,-103,54,170
225,11,17,23,51,8,8355,-21943,75,14,-0.2749,1.044,-35.4,-148.6,74,9
226,5,13,21,37,7,8351,-21937,80,1,-0.1799,0.9631,8.1,-109.4,80,351
226,11,7,13,58,9,8346,-21931,85,7,0.4133,1.0058,7.5,6.7,66,191
227,5,3,4,2,14,8341,-21925,90,7,-0.932,1.0011,-51.9,172.2,21,340
227,10,27,22,15,17,8337,-21919,95,11,1.1606,0.6881,70.7,-73.6,0,227
228,3,23,9,38,46,8333,-21914,62,14,0.9363,1.0557,64,30.3,20,135
228,9,16,5,26,27,8328,-21908,67,11,-1.1176,0.756,-71.9,50.8,0,81
229,3,13,2,14,35,8324,-21902,72,14,0.2312,1.0532,9.6,179.6,77,162
229,9,5,7,32,8,8319,-21896,77,1,-0.3696,0.9676,-13.6,94.8,68,17
230,3,2,15,22,39,8314,-21890,82,1,-0.513,0.998,-36.8,-1.8,59,339
230,8,25,16,53,17,8310,-21884,87,14,0.3818,1.0261,32.9,-31.6,67,198
231,2,19,21,25,10,8305,-21878,92,11,-1.2876,0.4702,-71,23,0,233
231,7,17,0,46,30,8301,-21873,59,11,-1.4492,0.1531,-67.9,-167.3,0,10
231,8,15,8,7,30,8301,-21872,97,11,1.0789,0.8673,70.3,-129.4,0,319
232,1,10,3,14,59,8297,-21867,64,3,1.0141,0.9292,67.6,161.8,0,174
232,7,5,16,47,56,8292,-21861,69,14,-0.7547,1.0389,-26.1,-37,41,360
232,12,29,7,10,36,8287,-21855,74,1,0.2833,0.9736,-7,109.1,74,182
233,6,25,3,34,11,8283,-21849,79,1,0.0061,0.9905,24.1,160.5,90,177
233,12,18,18,17,54,8278,-21843,84,14,-0.4161,1.0249,-48.2,-64,65,9
234,6,14,7,11,48,8274,-21837,89,1,0.7974,0.9469,74.4,76.6,37,146
234,12,8,9,36,15,8269,-21831,94,11,-1.0662,0.8843,-64.5,-83.2,0,155
235,5,4,18,14,55,8265,-21826,61,11,-1.2592,0.5197,-62,-2.8,0,305
235,6,3,7,49,57,8264,-21825,99,12,1.5417,0.0318,64,-51.6,0,30
235,10,29,11,46,24,8261,-21820,66,3,1.0029,0.9781,61.6,98,0,241
236,4,23,2,40,5,8256,-21814,71,14,-0.4436,1.0248,-11.5,-175,64,334
236,10,17,18,1,50,8251,-21808,76,1,0.3248,0.9417,7.4,-50.6,71,207
237,4,12,17,21,56,8247,-21802,81,14,0.3138,1.0677,24.8,-55.4,72,150
237,10,6,18,9,22,8242,-21796,86,1,-0.377,0.9234,-24.5,-72.3,68,32
238,4,2,10,19,52,8237,-21790,91,11,1.0347,0.9523,60.9,-38.1,0,80
238,9,25,18,49,44,8233,-21784,96,11,-1.0645,0.8534,-60.7,-161.3,0,92
239,2,21,12,56,11,8229,-21779,63,1,-0.9056,0.9719,-61.1,81.9,25,294
239,8,16,16,0,15,8224,-21773,68,14,0.9611,1.0313,66.4,58.8,15,270
240,2,10,16,48,43,8220,-21767,73,1,-0.2021,0.9342,-25.2,-28.2,78,334
240,8,5,8,13,15,8215,-21761,78,14,0.2221,1.0728,29.4,97.2,77,204
241,1,29,16,13,53,8211,-21755,83,1,0.5002,0.9261,10.2,-35.8,60,159
241,7,26,0,40,0,8206,-21749,88,14,-0.516,1.0495,-9.7,-164.5,59,18
242,1,18,18,46,2,8201,-21743,93,11,1.171,0.6727,63.2,-105.6,0,141
242,6,16,0,52,20,8197,-21738,60,11,1.4092,0.2555,66.4,13.7,0,354
242,7,15,12,43,49,8197,-21737,98,11,-1.3222,0.4067,-63.9,-10.9,0,32
242,12,9,17,3,55,8193,-21732,65,14,-0.9438,1.0246,-85.7,134.1,19,183
243,6,5,3,0,14,8188,-21726,70,1,0.6774,0.9456,65.4,164.8,47,176
243,11,29,8,42,30,8184,-21720,75,14,-0.2774,1.0424,-37.9,80.1,74,5
244,5,24,4,9,35,8179,-21714,80,1,-0.0948,0.9665,15.4,150.6,85,354
244,11,17,22,34,57,8174,-21708,85,7,0.4108,1.0019,4.6,-124.2,66,188
245,5,13,11,5,4,8170,-21702,90,8,-0.8543,1.0086,-39.9,56.8,31,348
245,11,7,6,25,1,8165,-21696,95,11,1.1545,0.6978,69.9,150.3,0,214
246,4,3,17,28,38,8161,-21691,62,18,0.9885,1.0553,72.5,-129.1,7,96
246,9,27,12,51,42,8157,-21685,67,11,-1.1517,0.6984,-72,-75.5,0,95
247,3,24,10,8,36,8152,-21679,72,14,0.2796,1.0538,16.6,58.4,74,161
247,9,16,15,8,27,8147,-21673,77,1,-0.4079,0.9671,-20,-22.1,66,19
248,3,12,23,5,1,8143,-21667,82,1,-0.471,0.9982,-29.9,-120.1,62,340
248,9,5,0,45,17,8138,-21661,87,14,0.3372,1.0263,26.1,-151.6,70,199
249,3,2,4,51,5,8133,-21655,92,11,-1.2506,0.5333,-71.5,-102.7,0,246
249,7,27,8,24,29,8130,-21650,59,13,-1.5113,0.0341,-68.8,66,0,21
249,8,25,16,4,9,8129,-21649,97,11,1.0303,0.9597,71,97.6,0,306
250,1,20,11,8,46,8125,-21644,64,11,1.0277,0.908,68.7,31.2,0,162
250,7,17,0,7,55,8120,-21638,69,14,-0.8264,1.0322,-34.2,-151.5,34,4
251,1,9,15,33,30,8116,-21632,74,1,0.2892,0.9781,-5.5,-17.4,73,178
251,7,6,10,22,43,8111,-21626,79,1,-0.0738,0.9859,19,58.3,86,360
251,12,30,3,3,44,8106,-21620,84,14,-0.4123,1.0281,-48,168.3,65,3
252,6,24,13,35,1,8102,-21614,89,1,0.7112,0.9466,68.9,-0.1,44,168
252,12,18,18,29,19,8097,-21608,94,11,-1.0645,0.8874,-65.5,132.8,0,165
253,5,15,0,56,59,8093,-21603,61,11,-1.3347,0.3868,-62.7,-113.2,0,314
253,6,13,14,16,7,8093,-21602,99,11,1.4545,0.1817,64.9,-158.5,0,21
253,11,8,20,13,33,8089,-21597,66,11,1.0136,0.957,62.2,-38.4,0,231
254,5,4,9,55,34,8084,-21591,71,14,-0.5125,1.0294,-12.7,75.5,59,337
254,10,29,1,58,53,8079,-21585,76,1,0.3418,0.9374,4.7,-171.1,70,205
255,4,24,0,59,20,8075,-21579,81,14,0.2494,1.0718,25.5,-169,75,152
255,10,18,1,49,3,8070,-21573,86,1,-0.3529,0.9214,-27.7,172.5,69,31
256,4,12,18,2,10,8065,-21567,91,14,0.9776,1.0522,62.9,-139,11,93
256,10,6,2,36,21,8061,-21561,96,11,-1.0342,0.9052,-60.8,72.7,0,101
257,3,3,20,38,34,8057,-21556,63,1,-0.9476,0.9702,-60.2,-27.9,18,289
257,8,26,23,51,8,8052,-21550,68,11,1.006,0.9969,61.3,-34.3,0,292
258,2,21,0,16,25,8048,-21544,73,1,-0.2392,0.9355,-23.2,-139.8,76,331
258,8,16,16,4,16,8043,-21538,78,14,0.2761,1.0696,28.7,-19.4,74,207
259,2,9,23,49,56,8038,-21532,83,1,0.4715,0.9302,11.1,-151.2,62,156
259,8,6,8,13,39,8034,-21526,88,14,-0.4558,1.0447,-8,81,63,21
260,1,30,2,51,4,8029,-21520,93,11,1.1508,0.7091,62.4,123.3,0,132
260,6,26,7,30,13,8025,-21515,60,13,1.4942,0.1074,65.4,-96.7,0,344
260,7,25,19,47,10,8025,-21514,98,11,-1.2572,0.5236,-63.1,-126.9,0,41
260,12,20,1,54,30,8021,-21509,65,14,-0.9438,1.0267,-83.2,-39.8,19,223
261,6,15,9,19,24,8016,-21503,70,1,0.7667,0.9436,73.7,79.7,40,188
261,12,9,17,35,29,8011,-21497,75,14,-0.2785,1.0413,-39.5,-51.1,74,359
262,6,4,10,42,17,8007,-21491,80,1,-0.0093,0.9694,22.1,51.4,90,358
262,11,29,7,13,23,8002,-21485,85,1,0.4102,0.9984,2.5,104.6,66,184
263,5,24,18,8,0,7997,-21479,90,14,-0.7755,1.0151,-30.1,-55,39,354
263,11,18,14,38,13,7993,-21473,95,11,1.1518,0.7018,69,14,0,202
264,4,14,1,12,18,7989,-21468,62,11,1.0461,0.933,71.3,76.4,0,60
264,5,13,8,17,18,7988,-21467,100,12,-1.473,0.1096,-69.3,115.9,0,333
264,10,7,20,25,54,7984,-21462,67,11,-1.1786,0.653,-71.7,156.1,0,109
265,4,3,17,54,54,7980,-21456,72,14,0.3341,1.054,24.1,-61,70,161
265,9,26,22,54,42,7975,-21450,77,1,-0.4387,0.9669,-26.2,-141.2,64,20
266,3,24,6,38,31,7970,-21444,82,1,-0.4226,0.9982,-22.7,123.4,65,341
266,9,16,8,47,23,7966,-21438,87,14,0.3004,1.0264,19.7,85.7,72,199
267,3,13,12,7,39,7961,-21432,92,11,-1.2067,0.6083,-71.9,133.4,0,260
267,9,6,0,8,11,7956,-21426,97,18,0.9878,1.0472,73.1,-62.9,8,269
268,1,31,18,56,5,7953,-21421,64,11,1.0468,0.8775,69.7,-98.5,0,150
268,7,27,7,31,46,7948,-21415,69,14,-0.8938,1.0247,-43.5,91.3,26,10
269,1,19,23,50,15,7943,-21409,74,1,0.3008,0.9831,-2.9,-142.8,73,174
269,7,16,17,14,24,7939,-21403,79,1,-0.1498,0.9808,13.2,-45.5,81,4
270,1,9,11,45,3,7934,-21397,84,14,-0.4047,1.032,-46.3,41.2,66,356
270,7,5,20,0,46,7929,-21391,89,1,0.6271,0.9456,62.2,-87.5,51,179
270,12,30,3,19,31,7925,-21385,94,11,-1.061,0.8943,-66.6,-10.9,0,176
271,5,26,7,37,54,7921,-21380,61,11,-1.4113,0.2507,-63.5,136.5,0,323
271,6,24,20,44,32,7920,-21379,99,11,1.3681,0.3308,65.9,93.6,0,11
271,11,20,4,44,21,7916,-21374,66,11,1.0204,0.943,62.9,-175.9,0,222
272,5,14,17,6,5,7912,-21368,71,14,-0.586,1.0334,-15.2,-33,54,340
272,11,8,10,2,12,7907,-21362,76,1,0.3528,0.9337,2.2,66.8,69,201
273,5,4,8,30,52,7902,-21356,81,14,0.18,1.0753,25.5,79.3,79,155
273,10,28,9,36,39,7898,-21350,86,1,-0.3353,0.9197,-31,55.6,70,29
274,4,24,1,38,24,7893,-21344,91,14,0.9159,1.0564,63.5,124.8,23,109
274,10,17,10,32,32,7888,-21338,96,2,-1.0113,0.9444,-61.1,-55.7,0,110
275,3,15,4,12,26,7884,-21333,63,6,-0.9957,0.9661,-61,-120.4,3,271
275,9,7,7,49,10,7880,-21327,68,11,1.0456,0.9222,61,-163.3,0,284
276,3,3,7,36,11,7875,-21321,73,1,-0.2822,0.937,-21.2,110.5,73,330
276,8,27,0,1,24,7870,-21315,78,14,0.3249,1.066,27.3,-137.9,71,210
277,2,20,7,17,51,7866,-21309,83,1,0.4355,0.9346,12.3,95.7,64,153
277,8,16,15,53,34,7861,-21303,88,14,-0.4014,1.0395,-7.6,-34.9,66,24
278,2,9,10,49,47,7856,-21297,93,11,1.1243,0.7569,61.8,-6.1,0,122
278,8,6,2,55,27,7852,-21291,98,11,-1.197,0.6308,-62.3,116.1,0,50
278,12,31,10,41,52,7848,-21286,65,14,-0.9471,1.029,-79.4,170.8,18,240
279,6,26,15,41,17,7843,-21280,70,1,0.8534,0.941,80.3,15.7,31,222
279,12,21,2,26,27,7839,-21274,75,14,-0.2811,1.0406,-40.1,178.6,73,354
280,6,14,17,15,49,7834,-21268,80,1,0.0764,0.9718,28,-47,85,183
280,12,9,15,51,37,7829,-21262,85,1,0.4102,0.9955,1.1,-26.3,66,179
281,6,4,1,11,0,7825,-21256,90,14,-0.6954,1.0205,-21.7,-165.1,46,358
281,11,28,22,52,13,7820,-21250,95,11,1.1503,0.7038,67.9,-121.8,0,190
282,4,25,8,50,6,7816,-21245,62,11,1.1087,0.8128,70.7,-52.1,0,47
282,5,24,15,41,33,7815,-21244,100,11,-1.4,0.2495,-68.4,-7.7,0,344
282,10,19,4,9,45,7811,-21239,67,11,-1.1981,0.6202,-71.3,25.5,0,123
283,4,15,1,32,54,7807,-21233,72,14,0.3951,1.0537,31.8,-178.3,67,161
283,10,8,6,51,0,7802,-21227,77,1,-0.462,0.9669,-32.1,97.6,62,20
284,4,3,14,1,36,7797,-21221,82,1,-0.3662,0.998,-15.2,9.3,68,342
284,9,26,16,58,52,7793,-21215,87,14,0.271,1.0263,13.6,-39.4,74,198
285,3,23,19,12,28,7788,-21209,92,11,-1.1538,0.6989,-71.9,12.4,0,274
285,9,16,8,21,2,7783,-21203,97,14,0.9528,1.0475,67.4,135.4,17,233
286,2,11,2,37,17,7780,-21198,64,11,1.0709,0.8382,70.5,132.8,0,137
